2058 1712891350.381890 1712891350.400862
2083 1712891350.406891 1712891350.425878
2108 1712891350.431892 1712891350.450859
2133 1712891350.456893 1712891350.475844
2158 1712891350.481894 1712891350.500849
2183 1712891350.506895 1712891350.525845
2208 1712891350.531896 1712891350.550879
2233 1712891350.556897 1712891350.575871
2258 1712891350.581898 1712891350.600872
2283 1712891350.606899 1712891350.625861
2308 1712891350.631900 1712891350.650884
2333 1712891350.656901 1712891350.675852
2358 1712891350.681902 1712891350.700890
2383 1712891350.706903 1712891350.725859
2408 1712891350.731904 1712891350.750882
2433 1712891350.756905 1712891350.775887
2458 1712891350.781906 1712891350.800859
2483 1712891350.806907 1712891350.825907
2508 1712891350.831908 1712891350.850905
2533 1712891350.856909 1712891350.875857
2558 1712891350.881910 1712891350.900878
2583 1712891350.906911 1712891350.925876
2608 1712891350.931912 1712891350.950905
2633 1712891350.956913 1712891350.975875
2658 1712891350.981914 1712891351.000887
2683 1712891351.006915 1712891351.025905
2708 1712891351.031916 1712891351.050898
2733 1712891351.056917 1712891351.075886
2758 1712891351.081918 1712891351.100875
2783 1712891351.106919 1712891351.125880
2808 1712891351.131920 1712891351.150935
2833 1712891351.156921 1712891351.175889
2858 1712891351.181922 1712891351.200868
2883 1712891351.206923 1712891351.225885
2908 1712891351.231924 1712891351.250903
2933 1712891351.256925 1712891351.275887
2958 1712891351.281926 1712891351.300886
2983 1712891351.306927 1712891351.325907
3008 1712891351.331928 1712891351.350921
3033 1712891351.356929 1712891351.375895
3058 1712891351.381930 1712891351.400905
3083 1712891351.406931 1712891351.425889
3108 1712891351.431932 1712891351.450921
3133 1712891351.456933 1712891351.475883
3158 1712891351.481934 1712891351.500918
3183 1712891351.506935 1712891351.525883
3208 1712891351.531936 1712891351.550941
3233 1712891351.556937 1712891351.575884
3258 1712891351.581938 1712891351.600892
3283 1712891351.606939 1712891351.625901
3308 1712891351.631940 1712891351.650937
3333 1712891351.656941 1712891351.675918
3358 1712891351.681942 1712891351.700895
3383 1712891351.706943 1712891351.725888
3408 1712891351.731944 1712891351.750957
3433 1712891351.756945 1712891351.775886
3458 1712891351.781946 1712891351.800889
3483 1712891351.806947 1712891351.825950
3508 1712891351.831948 1712891351.850933
3533 1712891351.856949 1712891351.875925
3558 1712891351.881950 1712891351.900886
3583 1712891351.906951 1712891351.926001
3608 1712891351.931952 1712891351.950938
3633 1712891351.956953 1712891351.975903
3658 1712891351.981954 1712891352.000911
3683 1712891352.006955 1712891352.025909
3708 1712891352.031956 1712891352.050940
3733 1712891352.056957 1712891352.075940
3758 1712891352.081958 1712891352.100906
3783 1712891352.106959 1712891352.125951
3808 1712891352.131960 1712891352.150945
3833 1712891352.156961 1712891352.175922
3858 1712891352.181962 1712891352.200908
3883 1712891352.206963 1712891352.225945
3908 1712891352.231964 1712891352.250941
3933 1712891352.256965 1712891352.275907
3958 1712891352.281966 1712891352.300913
3983 1712891352.306967 1712891352.325955
4008 1712891352.331968 1712891352.350946
4033 1712891352.356969 1712891352.375922
4058 1712891352.381970 1712891352.400909
4083 1712891352.406971 1712891352.425952
4108 1712891352.431972 1712891352.450991
4133 1712891352.456973 1712891352.475916
4158 1712891352.481974 1712891352.500922
4183 1712891352.506975 1712891352.525925
4208 1712891352.531976 1712891352.550954
4233 1712891352.556977 1712891352.575944
4258 1712891352.581978 1712891352.600915
4283 1712891352.606979 1712891352.625951
4308 1712891352.631980 1712891352.650965
4333 1712891352.656981 1712891352.675960
4358 1712891352.681982 1712891352.700926
4383 1712891352.706983 1712891352.725953
4408 1712891352.731984 1712891352.750963
4433 1712891352.756985 1712891352.775932
4458 1712891352.781986 1712891352.800933
4483 1712891352.806987 1712891352.825970
4508 1712891352.831988 1712891352.850965
4533 1712891352.856989 1712891352.875939
4558 1712891352.881990 1712891352.900924
4583 1712891352.906991 1712891352.925944
4608 1712891352.931992 1712891352.950976
4633 1712891352.956993 1712891352.975943
4658 1712891352.981994 1712891353.000908
4683 1712891353.006995 1712891353.025915
4708 1712891353.031996 1712891353.050936
4733 1712891353.056997 1712891353.075919
4758 1712891353.081998 1712891353.100904
4783 1712891353.106999 1712891353.125911
4808 1712891353.132000 1712891353.150950
4833 1712891353.157001 1712891353.175914
4858 1712891353.182002 1712891353.200909
4883 1712891353.207003 1712891353.225929
4908 1712891353.232004 1712891353.250943
4933 1712891353.257005 1712891353.275919
4958 1712891353.282006 1712891353.300922
4983 1712891353.307007 1712891353.325918
5008 1712891353.332008 1712891353.350950
5033 1712891353.357009 1712891353.375931
5058 1712891353.382010 1712891353.400922
5083 1712891353.407011 1712891353.425953
5108 1712891353.432012 1712891353.450969
5133 1712891353.457013 1712891353.475939
5158 1712891353.482014 1712891353.500934
5183 1712891353.507015 1712891353.525947
5208 1712891353.532016 1712891353.550960
5233 1712891353.557017 1712891353.575950
5258 1712891353.582018 1712891353.600949
5283 1712891353.607019 1712891353.625948
5308 1712891353.632020 1712891353.650953
5333 1712891353.657021 1712891353.675948
5358 1712891353.682022 1712891353.700955
5383 1712891353.707023 1712891353.725936
5408 1712891353.732024 1712891353.750975
5433 1712891353.757025 1712891353.775980
5458 1712891353.782026 1712891353.801012
5483 1712891353.807027 1712891353.825986
5508 1712891353.832028 1712891353.850977
5533 1712891353.857029 1712891353.875946
5558 1712891353.882030 1712891353.900978
5583 1712891353.907031 1712891353.925954
5608 1712891353.932032 1712891353.950982
5633 1712891353.957033 1712891353.975961
5658 1712891353.982034 1712891354.001013
5683 1712891354.007035 1712891354.025955
5708 1712891354.032036 1712891354.050994
5733 1712891354.057037 1712891354.075955
5758 1712891354.082038 1712891354.100981
5783 1712891354.107039 1712891354.125957
5808 1712891354.132040 1712891354.150991
5833 1712891354.157041 1712891354.175961
