# stamp t_recv t_estimated err ground_truth t_send
40883 1712823042.299100000 1712823042.279005235 2.633e-06 1712823042.279068 1712823042.297984
40908 1712823042.324164000 1712823042.304007869 2.634e-06 1712823042.304069 1712823042.323020
40933 1712823042.349137000 1712823042.329010502 2.633e-06 1712823042.329070 1712823042.348019
40958 1712823042.374129000 1712823042.354013136 2.634e-06 1712823042.354071 1712823042.372988
40983 1712823042.399156000 1712823042.379015770 2.634e-06 1712823042.379072 1712823042.397990
41008 1712823042.424067000 1712823042.404018403 2.633e-06 1712823042.404073 1712823042.423026
41033 1712823042.449071000 1712823042.429021037 2.634e-06 1712823042.429074 1712823042.448008
41058 1712823042.474111000 1712823042.454023671 2.634e-06 1712823042.454075 1712823042.473015
41083 1712823042.499100000 1712823042.479026304 2.633e-06 1712823042.479076 1712823042.497978
41108 1712823042.524102000 1712823042.504028938 2.634e-06 1712823042.504077 1712823042.523002
41133 1712823042.549062000 1712823042.529031572 2.634e-06 1712823042.529078 1712823042.548003
41158 1712823042.574127000 1712823042.554034205 2.633e-06 1712823042.554079 1712823042.572991
41183 1712823042.599110000 1712823042.579036839 2.634e-06 1712823042.579080 1712823042.598027
41208 1712823042.624170000 1712823042.604039473 2.634e-06 1712823042.604081 1712823042.623036
41233 1712823042.649126000 1712823042.629042106 2.633e-06 1712823042.629082 1712823042.647987
41258 1712823042.674065000 1712823042.654044740 2.634e-06 1712823042.654083 1712823042.672995
41283 1712823042.699189000 1712823042.679047373 2.633e-06 1712823042.679084 1712823042.698004
41308 1712823042.724109000 1712823042.704050007 2.634e-06 1712823042.704085 1712823042.723048
41333 1712823042.749124000 1712823042.729052641 2.634e-06 1712823042.729086 1712823042.748003
41358 1712823042.774202000 1712823042.754055274 2.633e-06 1712823042.754087 1712823042.773054
41383 1712823042.799180000 1712823042.779057908 2.634e-06 1712823042.779088 1712823042.798015
41408 1712823042.824140000 1712823042.804060542 2.634e-06 1712823042.804089 1712823042.823064
41433 1712823042.849310000 1712823042.829063175 2.633e-06 1712823042.829090 1712823042.848044
41458 1712823042.874106000 1712823042.854065809 2.634e-06 1712823042.854091 1712823042.872998
41483 1712823042.899132000 1712823042.879068443 2.634e-06 1712823042.879092 1712823042.898048
41508 1712823042.924123000 1712823042.904071076 2.633e-06 1712823042.904093 1712823042.923008
41533 1712823042.949123000 1712823042.929073710 2.634e-06 1712823042.929094 1712823042.948000
41558 1712823042.974218000 1712823042.954076344 2.634e-06 1712823042.954095 1712823042.973045
41583 1712823042.999151000 1712823042.979078977 2.633e-06 1712823042.979096 1712823042.998045
41608 1712823043.024108000 1712823043.004081611 2.634e-06 1712823043.004097 1712823043.023011
41633 1712823043.049108000 1712823043.029084244 2.633e-06 1712823043.029098 1712823043.048024
41658 1712823043.074200000 1712823043.054086878 2.634e-06 1712823043.054099 1712823043.073055
41683 1712823043.099204000 1712823043.079089512 2.634e-06 1712823043.079100 1712823043.098051
41708 1712823043.124119000 1712823043.104092145 2.633e-06 1712823043.104101 1712823043.123031
41733 1712823043.149154000 1712823043.129094779 2.634e-06 1712823043.129102 1712823043.148023
41758 1712823043.174260000 1712823043.154097413 2.634e-06 1712823043.154103 1712823043.173012
41783 1712823043.199118000 1712823043.179100046 2.633e-06 1712823043.179104 1712823043.198019
41808 1712823043.224247000 1712823043.204102680 2.634e-06 1712823043.204105 1712823043.223082
41833 1712823043.249118000 1712823043.229105314 2.634e-06 1712823043.229106 1712823043.248011
41858 1712823043.274318000 1712823043.254107947 2.633e-06 1712823043.254107 1712823043.273034
41883 1712823043.299185000 1712823043.279110581 2.634e-06 1712823043.279108 1712823043.298038
41908 1712823043.324208000 1712823043.304113215 2.634e-06 1712823043.304109 1712823043.323024
41933 1712823043.349099000 1712823043.329115848 2.633e-06 1712823043.329110 1712823043.348016
41958 1712823043.374207000 1712823043.354118482 2.634e-06 1712823043.354111 1712823043.373047
41983 1712823043.399196000 1712823043.379121115 2.633e-06 1712823043.379112 1712823043.398018
42008 1712823043.424168000 1712823043.404123749 2.634e-06 1712823043.404113 1712823043.423051
42033 1712823043.449154000 1712823043.429126383 2.634e-06 1712823043.429114 1712823043.448017
42058 1712823043.474154000 1712823043.454129016 2.633e-06 1712823043.454115 1712823043.473058
42083 1712823043.499122000 1712823043.479131650 2.634e-06 1712823043.479116 1712823043.498038
42108 1712823043.524063000 1712823043.504134284 2.634e-06 1712823043.504117 1712823043.523024
42133 1712823043.549118000 1712823043.529136917 2.633e-06 1712823043.529118 1712823043.548021
42158 1712823043.574162000 1712823043.554139551 2.634e-06 1712823043.554119 1712823043.573041
42183 1712823043.599225000 1712823043.579142185 2.634e-06 1712823043.579120 1712823043.598025
42208 1712823043.624114000 1712823043.604144818 2.633e-06 1712823043.604121 1712823043.623034
42233 1712823043.649165000 1712823043.629147452 2.634e-06 1712823043.629122 1712823043.648030
42258 1712823043.674189000 1712823043.654150086 2.634e-06 1712823043.654123 1712823043.673074
42283 1712823043.699056000 1712823043.679152719 2.633e-06 1712823043.679124 1712823043.698039
42308 1712823043.724255000 1712823043.704155353 2.634e-06 1712823043.704125 1712823043.723047
42333 1712823043.749042000 1712823043.729157986 2.633e-06 1712823043.729126 1712823043.748041
42358 1712823043.774210000 1712823043.754160620 2.634e-06 1712823043.754127 1712823043.773036
42383 1712823043.799202000 1712823043.779163254 2.634e-06 1712823043.779128 1712823043.798034
42408 1712823043.824158000 1712823043.804165887 2.633e-06 1712823043.804129 1712823043.823052
42433 1712823043.849192000 1712823043.829168521 2.634e-06 1712823043.829130 1712823043.848060
42458 1712823043.874209000 1712823043.854171155 2.634e-06 1712823043.854131 1712823043.873047
42483 1712823043.899085000 1712823043.879173788 2.633e-06 1712823043.879132 1712823043.898043
42508 1712823043.924144000 1712823043.904176422 2.634e-06 1712823043.904133 1712823043.923051
42532 1712823043.949219000 1712823043.928178950 2.528e-06 1712823043.929134 1712823043.948062
42557 1712823043.974209000 1712823043.953181584 2.634e-06 1712823043.954135 1712823043.973049
42582 1712823043.999370000 1712823043.978184218 2.634e-06 1712823043.979136 1712823043.998049
42607 1712823044.024194000 1712823044.003186851 2.633e-06 1712823044.004137 1712823044.023075
42632 1712823044.049235000 1712823044.028189485 2.634e-06 1712823044.029138 1712823044.048071
42657 1712823044.074151000 1712823044.053192118 2.633e-06 1712823044.054139 1712823044.073085
42682 1712823044.099162000 1712823044.078194752 2.634e-06 1712823044.079140 1712823044.098056
42707 1712823044.124238000 1712823044.103197386 2.634e-06 1712823044.104141 1712823044.123113
42732 1712823044.149237000 1712823044.128200019 2.633e-06 1712823044.129142 1712823044.148041
42757 1712823044.174118000 1712823044.153202653 2.634e-06 1712823044.154143 1712823044.173057
42782 1712823044.199247000 1712823044.178205287 2.634e-06 1712823044.179144 1712823044.198066
42807 1712823044.224243000 1712823044.203207920 2.633e-06 1712823044.204145 1712823044.223069
42832 1712823044.249233000 1712823044.228210554 2.634e-06 1712823044.229146 1712823044.248068
42857 1712823044.274247000 1712823044.253213188 2.634e-06 1712823044.254147 1712823044.273075
42882 1712823044.299298000 1712823044.278215821 2.633e-06 1712823044.279148 1712823044.298078
42907 1712823044.324221000 1712823044.303218455 2.634e-06 1712823044.304149 1712823044.323095
42932 1712823044.349215000 1712823044.328221089 2.634e-06 1712823044.329150 1712823044.348096
42957 1712823044.374207000 1712823044.353223722 2.633e-06 1712823044.354151 1712823044.373079
42982 1712823044.399175000 1712823044.378226356 2.634e-06 1712823044.379152 1712823044.398067
43007 1712823044.424193000 1712823044.403228989 2.633e-06 1712823044.404153 1712823044.423060
43032 1712823044.449227000 1712823044.428231623 2.634e-06 1712823044.429154 1712823044.448091
43057 1712823044.474286000 1712823044.453234257 2.634e-06 1712823044.454155 1712823044.473105
43082 1712823044.499161000 1712823044.478236890 2.633e-06 1712823044.479156 1712823044.498075
43107 1712823044.524209000 1712823044.503239524 2.634e-06 1712823044.504157 1712823044.523113
43132 1712823044.549155000 1712823044.528242158 2.634e-06 1712823044.529158 1712823044.548094
43157 1712823044.574230000 1712823044.553244791 2.633e-06 1712823044.554159 1712823044.573084
43182 1712823044.599197000 1712823044.578247425 2.634e-06 1712823044.579160 1712823044.598063
43207 1712823044.624274000 1712823044.603250059 2.634e-06 1712823044.604161 1712823044.623067
43232 1712823044.649198000 1712823044.628252692 2.633e-06 1712823044.629162 1712823044.648067
43257 1712823044.674278000 1712823044.653255326 2.634e-06 1712823044.654163 1712823044.673102
43282 1712823044.699243000 1712823044.678257959 2.633e-06 1712823044.679164 1712823044.698080
43307 1712823044.724239000 1712823044.703260593 2.634e-06 1712823044.704165 1712823044.723112
43332 1712823044.749278000 1712823044.728263227 2.634e-06 1712823044.729166 1712823044.748127
43357 1712823044.774199000 1712823044.753265860 2.633e-06 1712823044.754167 1712823044.773141
43382 1712823044.799344000 1712823044.778268494 2.634e-06 1712823044.779168 1712823044.798088
43407 1712823044.824198000 1712823044.803271128 2.634e-06 1712823044.804169 1712823044.823073
43432 1712823044.849181000 1712823044.828273761 2.633e-06 1712823044.829170 1712823044.848098
43457 1712823044.874253000 1712823044.853276395 2.634e-06 1712823044.854171 1712823044.873134
43482 1712823044.899409000 1712823044.878279029 2.634e-06 1712823044.879172 1712823044.898136
43507 1712823044.924311000 1712823044.903281662 2.633e-06 1712823044.904173 1712823044.923093
43532 1712823044.949202000 1712823044.928284296 2.634e-06 1712823044.929174 1712823044.948075
43557 1712823044.974171000 1712823044.953286930 2.634e-06 1712823044.954175 1712823044.973126
43582 1712823044.999227000 1712823044.978289563 2.633e-06 1712823044.979176 1712823044.998111
43607 1712823045.024288000 1712823045.003292197 2.634e-06 1712823045.004177 1712823045.023097
43632 1712823045.049301000 1712823045.028294830 2.633e-06 1712823045.029178 1712823045.048096
43657 1712823045.074196000 1712823045.053297464 2.634e-06 1712823045.054179 1712823045.073096
43682 1712823045.099320000 1712823045.078300098 2.634e-06 1712823045.079180 1712823045.098116
43707 1712823045.124242000 1712823045.103302731 2.633e-06 1712823045.104181 1712823045.123135
43732 1712823045.149287000 1712823045.128305365 2.634e-06 1712823045.129182 1712823045.148104
43757 1712823045.174198000 1712823045.153307999 2.634e-06 1712823045.154183 1712823045.173097
43782 1712823045.199264000 1712823045.178310632 2.633e-06 1712823045.179184 1712823045.198104
43807 1712823045.224191000 1712823045.203313266 2.634e-06 1712823045.204185 1712823045.223101
43832 1712823045.249340000 1712823045.228315900 2.634e-06 1712823045.229186 1712823045.248127
43857 1712823045.274313000 1712823045.253318533 2.633e-06 1712823045.254187 1712823045.273116
43882 1712823045.299294000 1712823045.278321167 2.634e-06 1712823045.279188 1712823045.298098
43907 1712823045.324206000 1712823045.303323801 2.634e-06 1712823045.304189 1712823045.323101
43932 1712823045.349278000 1712823045.328326434 2.633e-06 1712823045.329190 1712823045.348101
43957 1712823045.374221000 1712823045.353329068 2.634e-06 1712823045.354191 1712823045.373157
43982 1712823045.399151000 1712823045.378331701 2.633e-06 1712823045.379192 1712823045.398134
44007 1712823045.424250000 1712823045.403334335 2.634e-06 1712823045.404193 1712823045.423157
44032 1712823045.449301000 1712823045.428336969 2.634e-06 1712823045.429194 1712823045.448123
44057 1712823045.474167000 1712823045.453339602 2.633e-06 1712823045.454195 1712823045.473125
44082 1712823045.499289000 1712823045.478342236 2.634e-06 1712823045.479196 1712823045.498113
44107 1712823045.524340000 1712823045.503344870 2.634e-06 1712823045.504197 1712823045.523106
44132 1712823045.549195000 1712823045.528347503 2.633e-06 1712823045.529198 1712823045.548111
44157 1712823045.574311000 1712823045.553350137 2.634e-06 1712823045.554199 1712823045.573124
44182 1712823045.599326000 1712823045.578352771 2.634e-06 1712823045.579200 1712823045.598104
44207 1712823045.624287000 1712823045.603355404 2.633e-06 1712823045.604201 1712823045.623131
44232 1712823045.649293000 1712823045.628358038 2.634e-06 1712823045.629202 1712823045.648146
44257 1712823045.674247000 1712823045.653360672 2.634e-06 1712823045.654203 1712823045.673129
44282 1712823045.699444000 1712823045.678363305 2.633e-06 1712823045.679204 1712823045.698127
44307 1712823045.724241000 1712823045.703365939 2.634e-06 1712823045.704205 1712823045.723139
44332 1712823045.749231000 1712823045.728368572 2.633e-06 1712823045.729206 1712823045.748112
44357 1712823045.774188000 1712823045.753371206 2.634e-06 1712823045.754207 1712823045.773151
44382 1712823045.799236000 1712823045.778373840 2.634e-06 1712823045.779208 1712823045.798123
44407 1712823045.824290000 1712823045.803376473 2.633e-06 1712823045.804209 1712823045.823125
44432 1712823045.849310000 1712823045.828379107 2.634e-06 1712823045.829210 1712823045.848120
44457 1712823045.874299000 1712823045.853381741 2.634e-06 1712823045.854211 1712823045.873139
44482 1712823045.899297000 1712823045.878384374 2.633e-06 1712823045.879212 1712823045.898136
44507 1712823045.924247000 1712823045.903387008 2.634e-06 1712823045.904213 1712823045.923132
44532 1712823045.949224000 1712823045.928389642 2.634e-06 1712823045.929214 1712823045.948129
44557 1712823045.974233000 1712823045.953392275 2.633e-06 1712823045.954215 1712823045.973149
44582 1712823045.999328000 1712823045.978394909 2.634e-06 1712823045.979216 1712823045.998173
44607 1712823046.024234000 1712823046.003397543 2.634e-06 1712823046.004217 1712823046.023132
44632 1712823046.049376000 1712823046.028400176 2.633e-06 1712823046.029218 1712823046.048128
44657 1712823046.074337000 1712823046.053402810 2.634e-06 1712823046.054219 1712823046.073222
44682 1712823046.099281000 1712823046.078405443 2.633e-06 1712823046.079220 1712823046.098138
44707 1712823046.124403000 1712823046.103408077 2.634e-06 1712823046.104221 1712823046.123160
44732 1712823046.149317000 1712823046.128410711 2.634e-06 1712823046.129222 1712823046.148126
44757 1712823046.174256000 1712823046.153413344 2.633e-06 1712823046.154223 1712823046.173148
44782 1712823046.199332000 1712823046.178415978 2.634e-06 1712823046.179224 1712823046.198162
44807 1712823046.224286000 1712823046.203418612 2.634e-06 1712823046.204225 1712823046.223165
44832 1712823046.249326000 1712823046.228421245 2.633e-06 1712823046.229226 1712823046.248168
44857 1712823046.274252000 1712823046.253423879 2.634e-06 1712823046.254227 1712823046.273171
44882 1712823046.299327000 1712823046.278426513 2.634e-06 1712823046.279228 1712823046.298143
44907 1712823046.324357000 1712823046.303429146 2.633e-06 1712823046.304229 1712823046.323186
44932 1712823046.349274000 1712823046.328431780 2.634e-06 1712823046.329230 1712823046.348179
44957 1712823046.374395000 1712823046.353434414 2.634e-06 1712823046.354231 1712823046.373155
44982 1712823046.399269000 1712823046.378437047 2.633e-06 1712823046.379232 1712823046.398153
45007 1712823046.424310000 1712823046.403439681 2.634e-06 1712823046.404233 1712823046.423181
45032 1712823046.449368000 1712823046.428442314 2.633e-06 1712823046.429234 1712823046.448143
45057 1712823046.474312000 1712823046.453444948 2.634e-06 1712823046.454235 1712823046.473160
45082 1712823046.499226000 1712823046.478447582 2.634e-06 1712823046.479236 1712823046.498166
45107 1712823046.524383000 1712823046.503450215 2.633e-06 1712823046.504237 1712823046.523173
45132 1712823046.549205000 1712823046.528452849 2.634e-06 1712823046.529238 1712823046.548166
45157 1712823046.574284000 1712823046.553455483 2.634e-06 1712823046.554239 1712823046.573190
45182 1712823046.599215000 1712823046.578458116 2.633e-06 1712823046.579240 1712823046.598185
45207 1712823046.624279000 1712823046.603460750 2.634e-06 1712823046.604241 1712823046.623150
45232 1712823046.649349000 1712823046.628463384 2.634e-06 1712823046.629242 1712823046.648146
45257 1712823046.674391000 1712823046.653466017 2.633e-06 1712823046.654243 1712823046.673189
45282 1712823046.699207000 1712823046.678468651 2.634e-06 1712823046.679244 1712823046.698165
45307 1712823046.724404000 1712823046.703471284 2.633e-06 1712823046.704245 1712823046.723235
45332 1712823046.749251000 1712823046.728473918 2.634e-06 1712823046.729246 1712823046.748148
45357 1712823046.774281000 1712823046.753476552 2.634e-06 1712823046.754247 1712823046.773162
45382 1712823046.799269000 1712823046.778479185 2.633e-06 1712823046.779248 1712823046.798193
45407 1712823046.824417000 1712823046.803481819 2.634e-06 1712823046.804249 1712823046.823168
45432 1712823046.849253000 1712823046.828484453 2.634e-06 1712823046.829250 1712823046.848152
45457 1712823046.874388000 1712823046.853487086 2.633e-06 1712823046.854251 1712823046.873227
45482 1712823046.899353000 1712823046.878489720 2.634e-06 1712823046.879252 1712823046.898161
45507 1712823046.924408000 1712823046.903492354 2.634e-06 1712823046.904253 1712823046.923178
45532 1712823046.949353000 1712823046.928494987 2.633e-06 1712823046.929254 1712823046.948169
45557 1712823046.974334000 1712823046.953497621 2.634e-06 1712823046.954255 1712823046.973222
45582 1712823046.999359000 1712823046.978500255 2.634e-06 1712823046.979256 1712823046.998166
45607 1712823047.024348000 1712823047.003502888 2.633e-06 1712823047.004257 1712823047.023217
45632 1712823047.049261000 1712823047.028505522 2.634e-06 1712823047.029258 1712823047.048175
45657 1712823047.074336000 1712823047.053508155 2.633e-06 1712823047.054259 1712823047.073189
45682 1712823047.099263000 1712823047.078510789 2.634e-06 1712823047.079260 1712823047.098167
45707 1712823047.124351000 1712823047.103513423 2.634e-06 1712823047.104261 1712823047.123200
45732 1712823047.149328000 1712823047.128516056 2.633e-06 1712823047.129262 1712823047.148176
45757 1712823047.174335000 1712823047.153518690 2.634e-06 1712823047.154263 1712823047.173209
45782 1712823047.199353000 1712823047.178521324 2.634e-06 1712823047.179264 1712823047.198195
45807 1712823047.224394000 1712823047.203523957 2.633e-06 1712823047.204265 1712823047.223175
45832 1712823047.249326000 1712823047.228526591 2.634e-06 1712823047.229266 1712823047.248190
45857 1712823047.274454000 1712823047.253529225 2.634e-06 1712823047.254267 1712823047.273260
45882 1712823047.299258000 1712823047.278531858 2.633e-06 1712823047.279268 1712823047.298209
45907 1712823047.324310000 1712823047.303534492 2.634e-06 1712823047.304269 1712823047.323191
45932 1712823047.349367000 1712823047.328537126 2.634e-06 1712823047.329270 1712823047.348172
45957 1712823047.374541000 1712823047.353539759 2.633e-06 1712823047.354271 1712823047.373279
45982 1712823047.399426000 1712823047.378542393 2.634e-06 1712823047.379272 1712823047.398225
46007 1712823047.424395000 1712823047.403545026 2.633e-06 1712823047.404273 1712823047.423179
46032 1712823047.449310000 1712823047.428547660 2.634e-06 1712823047.429274 1712823047.448192
46057 1712823047.474412000 1712823047.453550294 2.634e-06 1712823047.454275 1712823047.473213
46082 1712823047.499434000 1712823047.478552927 2.633e-06 1712823047.479276 1712823047.498210
46107 1712823047.524351000 1712823047.503555561 2.634e-06 1712823047.504277 1712823047.523200
46132 1712823047.549239000 1712823047.528558195 2.634e-06 1712823047.529278 1712823047.548188
46157 1712823047.574398000 1712823047.553560828 2.633e-06 1712823047.554279 1712823047.573219
46182 1712823047.599213000 1712823047.578563462 2.634e-06 1712823047.579280 1712823047.598218
46207 1712823047.624327000 1712823047.603566096 2.634e-06 1712823047.604281 1712823047.623221
46232 1712823047.649282000 1712823047.628568729 2.633e-06 1712823047.629282 1712823047.648220
46257 1712823047.674346000 1712823047.653571363 2.634e-06 1712823047.654283 1712823047.673214
46282 1712823047.699413000 1712823047.678573997 2.634e-06 1712823047.679284 1712823047.698247
46307 1712823047.724343000 1712823047.703576630 2.633e-06 1712823047.704285 1712823047.723223
46332 1712823047.749379000 1712823047.728579264 2.634e-06 1712823047.729286 1712823047.748198
46357 1712823047.774320000 1712823047.753581897 2.633e-06 1712823047.754287 1712823047.773203
46382 1712823047.799486000 1712823047.778584531 2.634e-06 1712823047.779288 1712823047.798227
46407 1712823047.824455000 1712823047.803587165 2.634e-06 1712823047.804289 1712823047.823284
46432 1712823047.849373000 1712823047.828589798 2.633e-06 1712823047.829290 1712823047.848257
46457 1712823047.874416000 1712823047.853592432 2.634e-06 1712823047.854291 1712823047.873230
46482 1712823047.899294000 1712823047.878595066 2.634e-06 1712823047.879292 1712823047.898240
46507 1712823047.924335000 1712823047.903597699 2.633e-06 1712823047.904293 1712823047.923201
46532 1712823047.949282000 1712823047.928600333 2.634e-06 1712823047.929294 1712823047.948201
46557 1712823047.974432000 1712823047.953602967 2.634e-06 1712823047.954295 1712823047.973261
46582 1712823047.999383000 1712823047.978605600 2.633e-06 1712823047.979296 1712823047.998261
46607 1712823048.024393000 1712823048.003608234 2.634e-06 1712823048.004297 1712823048.023234
46632 1712823048.049275000 1712823048.028610868 2.634e-06 1712823048.029298 1712823048.048205
46657 1712823048.074382000 1712823048.053613501 2.633e-06 1712823048.054299 1712823048.073234
46682 1712823048.099420000 1712823048.078616135 2.634e-06 1712823048.079300 1712823048.098217
46707 1712823048.124367000 1712823048.103618768 2.633e-06 1712823048.104301 1712823048.123236
46732 1712823048.149365000 1712823048.128621402 2.634e-06 1712823048.129302 1712823048.148235
46757 1712823048.174444000 1712823048.153624036 2.634e-06 1712823048.154303 1712823048.173237
46782 1712823048.199389000 1712823048.178626669 2.633e-06 1712823048.179304 1712823048.198258
46807 1712823048.224417000 1712823048.203629303 2.634e-06 1712823048.204305 1712823048.223304
46832 1712823048.249255000 1712823048.228631937 2.634e-06 1712823048.229306 1712823048.248236
46857 1712823048.274441000 1712823048.253634570 2.633e-06 1712823048.254307 1712823048.273242
46882 1712823048.299394000 1712823048.278637204 2.634e-06 1712823048.279308 1712823048.298291
46907 1712823048.324304000 1712823048.303639838 2.634e-06 1712823048.304309 1712823048.323260
46932 1712823048.349418000 1712823048.328642471 2.633e-06 1712823048.329310 1712823048.348261
46957 1712823048.374288000 1712823048.353645105 2.634e-06 1712823048.354311 1712823048.373256
46982 1712823048.399415000 1712823048.378647739 2.634e-06 1712823048.379312 1712823048.398254
47007 1712823048.424370000 1712823048.403650372 2.633e-06 1712823048.404313 1712823048.423220
47032 1712823048.449296000 1712823048.428653006 2.634e-06 1712823048.429314 1712823048.448215
47057 1712823048.474420000 1712823048.453655639 2.633e-06 1712823048.454315 1712823048.473228
47082 1712823048.499517000 1712823048.478658273 2.634e-06 1712823048.479316 1712823048.498242
47107 1712823048.524280000 1712823048.503660907 2.634e-06 1712823048.504317 1712823048.523230
47132 1712823048.549427000 1712823048.528663540 2.633e-06 1712823048.529318 1712823048.548247
47157 1712823048.574408000 1712823048.553666174 2.634e-06 1712823048.554319 1712823048.573233
47182 1712823048.599335000 1712823048.578668808 2.634e-06 1712823048.579320 1712823048.598237
47207 1712823048.624356000 1712823048.603671441 2.633e-06 1712823048.604321 1712823048.623241
47232 1712823048.649264000 1712823048.628674075 2.634e-06 1712823048.629322 1712823048.648225
47257 1712823048.674450000 1712823048.653676709 2.634e-06 1712823048.654323 1712823048.673263
47282 1712823048.699444000 1712823048.678679342 2.633e-06 1712823048.679324 1712823048.698256
47307 1712823048.724389000 1712823048.703681976 2.634e-06 1712823048.704325 1712823048.723232
47332 1712823048.749375000 1712823048.728684609 2.633e-06 1712823048.729326 1712823048.748228
47357 1712823048.774410000 1712823048.753687243 2.634e-06 1712823048.754327 1712823048.773241
47382 1712823048.799408000 1712823048.778689877 2.634e-06 1712823048.779328 1712823048.798255
47407 1712823048.824258000 1712823048.803692510 2.633e-06 1712823048.804329 1712823048.823251
47432 1712823048.849369000 1712823048.828695144 2.634e-06 1712823048.829330 1712823048.848249
47457 1712823048.874395000 1712823048.853697778 2.634e-06 1712823048.854331 1712823048.873252
47482 1712823048.899491000 1712823048.878700411 2.633e-06 1712823048.879332 1712823048.898269
47507 1712823048.924469000 1712823048.903703045 2.634e-06 1712823048.904333 1712823048.923298
47532 1712823048.949425000 1712823048.928705679 2.634e-06 1712823048.929334 1712823048.948238
47557 1712823048.974324000 1712823048.953708312 2.633e-06 1712823048.954335 1712823048.973250
47582 1712823048.999443000 1712823048.978710946 2.634e-06 1712823048.979336 1712823048.998282
47607 1712823049.024335000 1712823049.003713580 2.634e-06 1712823049.004337 1712823049.023251
47632 1712823049.049301000 1712823049.028716213 2.633e-06 1712823049.029338 1712823049.048239
47657 1712823049.074456000 1712823049.053718847 2.634e-06 1712823049.054339 1712823049.073275
47682 1712823049.099425000 1712823049.078721480 2.633e-06 1712823049.079340 1712823049.098271
47707 1712823049.124504000 1712823049.103724114 2.634e-06 1712823049.104341 1712823049.123272
47732 1712823049.149439000 1712823049.128726748 2.634e-06 1712823049.129342 1712823049.148241
47757 1712823049.174432000 1712823049.153729381 2.633e-06 1712823049.154343 1712823049.173271
47782 1712823049.199422000 1712823049.178732015 2.634e-06 1712823049.179344 1712823049.198270
47807 1712823049.224355000 1712823049.203734649 2.634e-06 1712823049.204345 1712823049.223270
47832 1712823049.249437000 1712823049.228737282 2.633e-06 1712823049.229346 1712823049.248257
47857 1712823049.274379000 1712823049.253739916 2.634e-06 1712823049.254347 1712823049.273292
47882 1712823049.299379000 1712823049.278742550 2.634e-06 1712823049.279348 1712823049.298280
47907 1712823049.324350000 1712823049.303745183 2.633e-06 1712823049.304349 1712823049.323287
47932 1712823049.349391000 1712823049.328747817 2.634e-06 1712823049.329350 1712823049.348250
47957 1712823049.374425000 1712823049.353750451 2.634e-06 1712823049.354351 1712823049.373268
47982 1712823049.399444000 1712823049.378753084 2.633e-06 1712823049.379352 1712823049.398288
48007 1712823049.424450000 1712823049.403755718 2.634e-06 1712823049.404353 1712823049.423288
48032 1712823049.449396000 1712823049.428758351 2.633e-06 1712823049.429354 1712823049.448287
48057 1712823049.474441000 1712823049.453760985 2.634e-06 1712823049.454355 1712823049.473265
48082 1712823049.499515000 1712823049.478763619 2.634e-06 1712823049.479356 1712823049.498304
48107 1712823049.524455000 1712823049.503766252 2.633e-06 1712823049.504357 1712823049.523304
48132 1712823049.549446000 1712823049.528768886 2.634e-06 1712823049.529358 1712823049.548257
48157 1712823049.574360000 1712823049.553771520 2.634e-06 1712823049.554359 1712823049.573273
48182 1712823049.599408000 1712823049.578774153 2.633e-06 1712823049.579360 1712823049.598287
48207 1712823049.624468000 1712823049.603776787 2.634e-06 1712823049.604361 1712823049.623294
48232 1712823049.649428000 1712823049.628779421 2.634e-06 1712823049.629362 1712823049.648272
48257 1712823049.674452000 1712823049.653782054 2.633e-06 1712823049.654363 1712823049.673271
48282 1712823049.699432000 1712823049.678784688 2.634e-06 1712823049.679364 1712823049.698292
48307 1712823049.724464000 1712823049.703787322 2.634e-06 1712823049.704365 1712823049.723272
48332 1712823049.749433000 1712823049.728789955 2.633e-06 1712823049.729366 1712823049.748269
48357 1712823049.774365000 1712823049.753792589 2.634e-06 1712823049.754367 1712823049.773291
48382 1712823049.799466000 1712823049.778795222 2.633e-06 1712823049.779368 1712823049.798319
48407 1712823049.824441000 1712823049.803797856 2.634e-06 1712823049.804369 1712823049.823301
48432 1712823049.849453000 1712823049.828800490 2.634e-06 1712823049.829370 1712823049.848275
48457 1712823049.874398000 1712823049.853803123 2.633e-06 1712823049.854371 1712823049.873284
48482 1712823049.899536000 1712823049.878805757 2.634e-06 1712823049.879372 1712823049.898310
48507 1712823049.924467000 1712823049.903808391 2.634e-06 1712823049.904373 1712823049.923277
48532 1712823049.949409000 1712823049.928811024 2.633e-06 1712823049.929374 1712823049.948276
48557 1712823049.974442000 1712823049.953813658 2.634e-06 1712823049.954375 1712823049.973354
48582 1712823049.999371000 1712823049.978816292 2.634e-06 1712823049.979376 1712823049.998306
48607 1712823050.024414000 1712823050.003818925 2.633e-06 1712823050.004377 1712823050.023310
48632 1712823050.049492000 1712823050.028821559 2.634e-06 1712823050.029378 1712823050.048304
48657 1712823050.074425000 1712823050.053824193 2.634e-06 1712823050.054379 1712823050.073300
48682 1712823050.099568000 1712823050.078826826 2.633e-06 1712823050.079380 1712823050.098324
48707 1712823050.124422000 1712823050.103829460 2.634e-06 1712823050.104381 1712823050.123327
48732 1712823050.149447000 1712823050.128832093 2.633e-06 1712823050.129382 1712823050.148298
48757 1712823050.174403000 1712823050.153834727 2.634e-06 1712823050.154383 1712823050.173304
48782 1712823050.199574000 1712823050.178837361 2.634e-06 1712823050.179384 1712823050.198330
