# stamp t_recv t_estimated err ground_truth t_send
82555 1712823083.975910000 1712823083.955153614 2.412e-06 1712823083.955735 1712823083.974713
82580 1712823084.000885000 1712823083.980156026 2.412e-06 1712823083.980736 1712823083.999647
82605 1712823084.025837000 1712823084.005158437 2.411e-06 1712823084.005737 1712823084.024667
82630 1712823084.050799000 1712823084.030160849 2.412e-06 1712823084.030738 1712823084.049665
82655 1712823084.075840000 1712823084.055163261 2.412e-06 1712823084.055739 1712823084.074686
82680 1712823084.101019000 1712823084.080165673 2.412e-06 1712823084.080740 1712823084.099652
82705 1712823084.125775000 1712823084.105168085 2.412e-06 1712823084.105741 1712823084.124713
82730 1712823084.150869000 1712823084.130170496 2.411e-06 1712823084.130742 1712823084.149685
82755 1712823084.175928000 1712823084.155172908 2.412e-06 1712823084.155743 1712823084.174685
82780 1712823084.200698000 1712823084.180175320 2.412e-06 1712823084.180744 1712823084.199657
82805 1712823084.225833000 1712823084.205177732 2.412e-06 1712823084.205745 1712823084.224665
82830 1712823084.250942000 1712823084.230180143 2.411e-06 1712823084.230746 1712823084.249684
82855 1712823084.275836000 1712823084.255182555 2.412e-06 1712823084.255747 1712823084.274682
82880 1712823084.300816000 1712823084.280184967 2.412e-06 1712823084.280748 1712823084.299672
82905 1712823084.325885000 1712823084.305187379 2.412e-06 1712823084.305749 1712823084.324686
82930 1712823084.350773000 1712823084.330189791 2.412e-06 1712823084.330750 1712823084.349686
82955 1712823084.375804000 1712823084.355192202 2.411e-06 1712823084.355751 1712823084.374695
82980 1712823084.400740000 1712823084.380194614 2.412e-06 1712823084.380752 1712823084.399654
83005 1712823084.425808000 1712823084.405197026 2.412e-06 1712823084.405753 1712823084.424689
83030 1712823084.450802000 1712823084.430199438 2.412e-06 1712823084.430754 1712823084.449677
83055 1712823084.475913000 1712823084.455201849 2.411e-06 1712823084.455755 1712823084.474692
83080 1712823084.500874000 1712823084.480204261 2.412e-06 1712823084.480756 1712823084.499682
83105 1712823084.525903000 1712823084.505206673 2.412e-06 1712823084.505757 1712823084.524677
83130 1712823084.550804000 1712823084.530209085 2.412e-06 1712823084.530758 1712823084.549670
83155 1712823084.575837000 1712823084.555211497 2.412e-06 1712823084.555759 1712823084.574699
83180 1712823084.600800000 1712823084.580213908 2.411e-06 1712823084.580760 1712823084.599685
83205 1712823084.625860000 1712823084.605216320 2.412e-06 1712823084.605761 1712823084.624737
83230 1712823084.650847000 1712823084.630218732 2.412e-06 1712823084.630762 1712823084.649681
83255 1712823084.675859000 1712823084.655221144 2.412e-06 1712823084.655763 1712823084.674706
83280 1712823084.700927000 1712823084.680223555 2.411e-06 1712823084.680764 1712823084.699695
83305 1712823084.725916000 1712823084.705225967 2.412e-06 1712823084.705765 1712823084.724684
83330 1712823084.751037000 1712823084.730228379 2.412e-06 1712823084.730766 1712823084.749709
83355 1712823084.775843000 1712823084.755230791 2.412e-06 1712823084.755767 1712823084.774722
83380 1712823084.800809000 1712823084.780233203 2.412e-06 1712823084.780768 1712823084.799678
83405 1712823084.825757000 1712823084.805235614 2.411e-06 1712823084.805769 1712823084.824691
83430 1712823084.850989000 1712823084.830238026 2.412e-06 1712823084.830770 1712823084.849709
83455 1712823084.875835000 1712823084.855240438 2.412e-06 1712823084.855771 1712823084.874705
83480 1712823084.900841000 1712823084.880242850 2.412e-06 1712823084.880772 1712823084.899692
83505 1712823084.925971000 1712823084.905245261 2.411e-06 1712823084.905773 1712823084.924710
83530 1712823084.950872000 1712823084.930247673 2.412e-06 1712823084.930774 1712823084.949703
83555 1712823084.975762000 1712823084.955250085 2.412e-06 1712823084.955775 1712823084.974711
83580 1712823085.000953000 1712823084.980252497 2.412e-06 1712823084.980776 1712823084.999709
83605 1712823085.025942000 1712823085.005254909 2.412e-06 1712823085.005777 1712823085.024724
83630 1712823085.050868000 1712823085.030257320 2.411e-06 1712823085.030778 1712823085.049703
83655 1712823085.075961000 1712823085.055259732 2.412e-06 1712823085.055779 1712823085.074716
83680 1712823085.100859000 1712823085.080262144 2.412e-06 1712823085.080780 1712823085.099694
83705 1712823085.125876000 1712823085.105264556 2.412e-06 1712823085.105781 1712823085.124721
83730 1712823085.150996000 1712823085.130266967 2.411e-06 1712823085.130782 1712823085.149737
83755 1712823085.175931000 1712823085.155269379 2.412e-06 1712823085.155783 1712823085.174726
83780 1712823085.200864000 1712823085.180271791 2.412e-06 1712823085.180784 1712823085.199713
83805 1712823085.225996000 1712823085.205274203 2.412e-06 1712823085.205785 1712823085.224753
83830 1712823085.250917000 1712823085.230276615 2.412e-06 1712823085.230786 1712823085.249734
83855 1712823085.275743000 1712823085.255279026 2.411e-06 1712823085.255787 1712823085.274720
83880 1712823085.300826000 1712823085.280281438 2.412e-06 1712823085.280788 1712823085.299695
83905 1712823085.325843000 1712823085.305283850 2.412e-06 1712823085.305789 1712823085.324730
83930 1712823085.350942000 1712823085.330286262 2.412e-06 1712823085.330790 1712823085.349727
83955 1712823085.375991000 1712823085.355288673 2.411e-06 1712823085.355791 1712823085.374785
83980 1712823085.400873000 1712823085.380291085 2.412e-06 1712823085.380792 1712823085.399723
84005 1712823085.425830000 1712823085.405293497 2.412e-06 1712823085.405793 1712823085.424766
84030 1712823085.450888000 1712823085.430295909 2.412e-06 1712823085.430794 1712823085.449728
84055 1712823085.475883000 1712823085.455298321 2.412e-06 1712823085.455795 1712823085.474722
84080 1712823085.500836000 1712823085.480300732 2.411e-06 1712823085.480796 1712823085.499719
84105 1712823085.525939000 1712823085.505303144 2.412e-06 1712823085.505797 1712823085.524732
84130 1712823085.550863000 1712823085.530305556 2.412e-06 1712823085.530798 1712823085.549741
84155 1712823085.575848000 1712823085.555307968 2.412e-06 1712823085.555799 1712823085.574732
84180 1712823085.600810000 1712823085.580310379 2.411e-06 1712823085.580800 1712823085.599711
84205 1712823085.625797000 1712823085.605312791 2.412e-06 1712823085.605801 1712823085.624733
84230 1712823085.650833000 1712823085.630315203 2.412e-06 1712823085.630802 1712823085.649751
84255 1712823085.675933000 1712823085.655317615 2.412e-06 1712823085.655803 1712823085.674733
84280 1712823085.700842000 1712823085.680320027 2.412e-06 1712823085.680804 1712823085.699714
84305 1712823085.725959000 1712823085.705322438 2.411e-06 1712823085.705805 1712823085.724790
84330 1712823085.750820000 1712823085.730324850 2.412e-06 1712823085.730806 1712823085.749748
84355 1712823085.775810000 1712823085.755327262 2.412e-06 1712823085.755807 1712823085.774740
84380 1712823085.800938000 1712823085.780329674 2.412e-06 1712823085.780808 1712823085.799724
84405 1712823085.825803000 1712823085.805332085 2.411e-06 1712823085.805809 1712823085.824738
84430 1712823085.850919000 1712823085.830334497 2.412e-06 1712823085.830810 1712823085.849750
84455 1712823085.875970000 1712823085.855336909 2.412e-06 1712823085.855811 1712823085.874772
84480 1712823085.900882000 1712823085.880339321 2.412e-06 1712823085.880812 1712823085.899733
84505 1712823085.925940000 1712823085.905341733 2.412e-06 1712823085.905813 1712823085.924766
84530 1712823085.950950000 1712823085.930344144 2.411e-06 1712823085.930814 1712823085.949758
84555 1712823085.975975000 1712823085.955346556 2.412e-06 1712823085.955815 1712823085.974745
84580 1712823086.000899000 1712823085.980348968 2.412e-06 1712823085.980816 1712823085.999753
84605 1712823086.025801000 1712823086.005351380 2.412e-06 1712823086.005817 1712823086.024746
84630 1712823086.050866000 1712823086.030353791 2.411e-06 1712823086.030818 1712823086.049748
84655 1712823086.075891000 1712823086.055356203 2.412e-06 1712823086.055819 1712823086.074789
84680 1712823086.100844000 1712823086.080358615 2.412e-06 1712823086.080820 1712823086.099729
84705 1712823086.125911000 1712823086.105361027 2.412e-06 1712823086.105821 1712823086.124754
84730 1712823086.150976000 1712823086.130363439 2.412e-06 1712823086.130822 1712823086.149766
84755 1712823086.175904000 1712823086.155365850 2.411e-06 1712823086.155823 1712823086.174750
84780 1712823086.200920000 1712823086.180368262 2.412e-06 1712823086.180824 1712823086.199729
84805 1712823086.225892000 1712823086.205370674 2.412e-06 1712823086.205825 1712823086.224751
84830 1712823086.250926000 1712823086.230373086 2.412e-06 1712823086.230826 1712823086.249741
84855 1712823086.275664000 1712823086.255375497 2.411e-06 1712823086.255827 1712823086.274730
84880 1712823086.300902000 1712823086.280377909 2.412e-06 1712823086.280828 1712823086.299737
84905 1712823086.325928000 1712823086.305380321 2.412e-06 1712823086.305829 1712823086.324758
84930 1712823086.350930000 1712823086.330382733 2.412e-06 1712823086.330830 1712823086.349752
84955 1712823086.375854000 1712823086.355385145 2.412e-06 1712823086.355831 1712823086.374755
84980 1712823086.400774000 1712823086.380387556 2.411e-06 1712823086.380832 1712823086.399741
85005 1712823086.425913000 1712823086.405389968 2.412e-06 1712823086.405833 1712823086.424764
85030 1712823086.450993000 1712823086.430392380 2.412e-06 1712823086.430834 1712823086.449732
85055 1712823086.475913000 1712823086.455394792 2.412e-06 1712823086.455835 1712823086.474749
85080 1712823086.500792000 1712823086.480397203 2.411e-06 1712823086.480836 1712823086.499753
85105 1712823086.525899000 1712823086.505399615 2.412e-06 1712823086.505837 1712823086.524766
85130 1712823086.550814000 1712823086.530402027 2.412e-06 1712823086.530838 1712823086.549753
85155 1712823086.575920000 1712823086.555404439 2.412e-06 1712823086.555839 1712823086.574771
85180 1712823086.600946000 1712823086.580406851 2.412e-06 1712823086.580840 1712823086.599746
85205 1712823086.625882000 1712823086.605409262 2.411e-06 1712823086.605841 1712823086.624761
85230 1712823086.650939000 1712823086.630411674 2.412e-06 1712823086.630842 1712823086.649779
85255 1712823086.675842000 1712823086.655414086 2.412e-06 1712823086.655843 1712823086.674784
85280 1712823086.700897000 1712823086.680416498 2.412e-06 1712823086.680844 1712823086.699776
85305 1712823086.726011000 1712823086.705418909 2.411e-06 1712823086.705845 1712823086.724812
85330 1712823086.750971000 1712823086.730421321 2.412e-06 1712823086.730846 1712823086.749760
85355 1712823086.775890000 1712823086.755423733 2.412e-06 1712823086.755847 1712823086.774766
85380 1712823086.800875000 1712823086.780426145 2.412e-06 1712823086.780848 1712823086.799753
85405 1712823086.825866000 1712823086.805428557 2.412e-06 1712823086.805849 1712823086.824775
85430 1712823086.850904000 1712823086.830430968 2.411e-06 1712823086.830850 1712823086.849776
85455 1712823086.875931000 1712823086.855433380 2.412e-06 1712823086.855851 1712823086.874796
85480 1712823086.900854000 1712823086.880435792 2.412e-06 1712823086.880852 1712823086.899764
85505 1712823086.925902000 1712823086.905438204 2.412e-06 1712823086.905853 1712823086.924785
85530 1712823086.950965000 1712823086.930440615 2.411e-06 1712823086.930854 1712823086.949798
85555 1712823086.976041000 1712823086.955443027 2.412e-06 1712823086.955855 1712823086.974825
85580 1712823087.000944000 1712823086.980445439 2.412e-06 1712823086.980856 1712823086.999777
85605 1712823087.025868000 1712823087.005447851 2.412e-06 1712823087.005857 1712823087.024778
85630 1712823087.050853000 1712823087.030450263 2.412e-06 1712823087.030858 1712823087.049800
85655 1712823087.076000000 1712823087.055452674 2.411e-06 1712823087.055859 1712823087.074781
85680 1712823087.100890000 1712823087.080455086 2.412e-06 1712823087.080860 1712823087.099777
85705 1712823087.125866000 1712823087.105457498 2.412e-06 1712823087.105861 1712823087.124795
85730 1712823087.150924000 1712823087.130459910 2.412e-06 1712823087.130862 1712823087.149813
85755 1712823087.175896000 1712823087.155462321 2.411e-06 1712823087.155863 1712823087.174793
85780 1712823087.200908000 1712823087.180464733 2.412e-06 1712823087.180864 1712823087.199775
85805 1712823087.225894000 1712823087.205467145 2.412e-06 1712823087.205865 1712823087.224786
85830 1712823087.250967000 1712823087.230469557 2.412e-06 1712823087.230866 1712823087.249799
85855 1712823087.275971000 1712823087.255471969 2.412e-06 1712823087.255867 1712823087.274808
85880 1712823087.300906000 1712823087.280474380 2.411e-06 1712823087.280868 1712823087.299794
85905 1712823087.326019000 1712823087.305476792 2.412e-06 1712823087.305869 1712823087.324819
85930 1712823087.350930000 1712823087.330479204 2.412e-06 1712823087.330870 1712823087.349788
85955 1712823087.376053000 1712823087.355481616 2.412e-06 1712823087.355871 1712823087.374830
85980 1712823087.400875000 1712823087.380484027 2.411e-06 1712823087.380872 1712823087.399784
86005 1712823087.426013000 1712823087.405486439 2.412e-06 1712823087.405873 1712823087.424806
86030 1712823087.450938000 1712823087.430488851 2.412e-06 1712823087.430874 1712823087.449794
86055 1712823087.475987000 1712823087.455491263 2.412e-06 1712823087.455875 1712823087.474797
86080 1712823087.500925000 1712823087.480493675 2.412e-06 1712823087.480876 1712823087.499792
86105 1712823087.525948000 1712823087.505496086 2.411e-06 1712823087.505877 1712823087.524814
86130 1712823087.550990000 1712823087.530498498 2.412e-06 1712823087.530878 1712823087.549820
86155 1712823087.575994000 1712823087.555500910 2.412e-06 1712823087.555879 1712823087.574802
86180 1712823087.600902000 1712823087.580503322 2.412e-06 1712823087.580880 1712823087.599796
86205 1712823087.625955000 1712823087.605505733 2.411e-06 1712823087.605881 1712823087.624811
86230 1712823087.650930000 1712823087.630508145 2.412e-06 1712823087.630882 1712823087.649794
86255 1712823087.675849000 1712823087.655510557 2.412e-06 1712823087.655883 1712823087.674801
86280 1712823087.700985000 1712823087.680512969 2.412e-06 1712823087.680884 1712823087.699802
86305 1712823087.726012000 1712823087.705515381 2.412e-06 1712823087.705885 1712823087.724813
86330 1712823087.751048000 1712823087.730517792 2.411e-06 1712823087.730886 1712823087.749838
86355 1712823087.775847000 1712823087.755520204 2.412e-06 1712823087.755887 1712823087.774810
86380 1712823087.800825000 1712823087.780522616 2.412e-06 1712823087.780888 1712823087.799798
86405 1712823087.825859000 1712823087.805525028 2.412e-06 1712823087.805889 1712823087.824857
86430 1712823087.851048000 1712823087.830527439 2.411e-06 1712823087.830890 1712823087.849837
86455 1712823087.875953000 1712823087.855529851 2.412e-06 1712823087.855891 1712823087.874818
86480 1712823087.900964000 1712823087.880532263 2.412e-06 1712823087.880892 1712823087.899796
86505 1712823087.925954000 1712823087.905534675 2.412e-06 1712823087.905893 1712823087.924817
86530 1712823087.951068000 1712823087.930537087 2.412e-06 1712823087.930894 1712823087.949841
86555 1712823087.975993000 1712823087.955539498 2.411e-06 1712823087.955895 1712823087.974820
86580 1712823088.000980000 1712823087.980541910 2.412e-06 1712823087.980896 1712823087.999828
86605 1712823088.025891000 1712823088.005544322 2.412e-06 1712823088.005897 1712823088.024831
86630 1712823088.050921000 1712823088.030546734 2.412e-06 1712823088.030898 1712823088.049831
86655 1712823088.075898000 1712823088.055549145 2.411e-06 1712823088.055899 1712823088.074842
86680 1712823088.100898000 1712823088.080551557 2.412e-06 1712823088.080900 1712823088.099820
86705 1712823088.125960000 1712823088.105553969 2.412e-06 1712823088.105901 1712823088.124813
86730 1712823088.150904000 1712823088.130556381 2.412e-06 1712823088.130902 1712823088.149830
86755 1712823088.175861000 1712823088.155558792 2.411e-06 1712823088.155903 1712823088.174823
86780 1712823088.200934000 1712823088.180561204 2.412e-06 1712823088.180904 1712823088.199823
86805 1712823088.225967000 1712823088.205563616 2.412e-06 1712823088.205905 1712823088.224827
86830 1712823088.250958000 1712823088.230566028 2.412e-06 1712823088.230906 1712823088.249844
86855 1712823088.275937000 1712823088.255568440 2.412e-06 1712823088.255907 1712823088.274828
86880 1712823088.300832000 1712823088.280570851 2.411e-06 1712823088.280908 1712823088.299819
86905 1712823088.325773000 1712823088.305573263 2.412e-06 1712823088.305909 1712823088.324820
86930 1712823088.350992000 1712823088.330575675 2.412e-06 1712823088.330910 1712823088.349845
86955 1712823088.375969000 1712823088.355578087 2.412e-06 1712823088.355911 1712823088.374818
86980 1712823088.400969000 1712823088.380580498 2.411e-06 1712823088.380912 1712823088.399854
87005 1712823088.425994000 1712823088.405582910 2.412e-06 1712823088.405913 1712823088.424840
87030 1712823088.451126000 1712823088.430585322 2.412e-06 1712823088.430914 1712823088.449861
87055 1712823088.476028000 1712823088.455587734 2.412e-06 1712823088.455915 1712823088.474856
87080 1712823088.500931000 1712823088.480590146 2.412e-06 1712823088.480916 1712823088.499843
87105 1712823088.525974000 1712823088.505592557 2.411e-06 1712823088.505917 1712823088.524868
87130 1712823088.550956000 1712823088.530594969 2.412e-06 1712823088.530918 1712823088.549830
87155 1712823088.576015000 1712823088.555597381 2.412e-06 1712823088.555919 1712823088.574838
87180 1712823088.601045000 1712823088.580599793 2.412e-06 1712823088.580920 1712823088.599855
87205 1712823088.625966000 1712823088.605602204 2.411e-06 1712823088.605921 1712823088.624837
87230 1712823088.650943000 1712823088.630604616 2.412e-06 1712823088.630922 1712823088.649830
87255 1712823088.676113000 1712823088.655607028 2.412e-06 1712823088.655923 1712823088.674867
87280 1712823088.700912000 1712823088.680609440 2.412e-06 1712823088.680924 1712823088.699829
87305 1712823088.726007000 1712823088.705611852 2.412e-06 1712823088.705925 1712823088.724838
87330 1712823088.750974000 1712823088.730614263 2.411e-06 1712823088.730926 1712823088.749856
87355 1712823088.775959000 1712823088.755616675 2.412e-06 1712823088.755927 1712823088.774863
87380 1712823088.800911000 1712823088.780619087 2.412e-06 1712823088.780928 1712823088.799844
87405 1712823088.826044000 1712823088.805621499 2.412e-06 1712823088.805929 1712823088.824868
87430 1712823088.850949000 1712823088.830623910 2.411e-06 1712823088.830930 1712823088.849862
87455 1712823088.876006000 1712823088.855626322 2.412e-06 1712823088.855931 1712823088.874866
87480 1712823088.900963000 1712823088.880628734 2.412e-06 1712823088.880932 1712823088.899839
87505 1712823088.925991000 1712823088.905631146 2.412e-06 1712823088.905933 1712823088.924878
87530 1712823088.951059000 1712823088.930633558 2.412e-06 1712823088.930934 1712823088.949881
87555 1712823088.976045000 1712823088.955635969 2.411e-06 1712823088.955935 1712823088.974929
87580 1712823089.000993000 1712823088.980638381 2.412e-06 1712823088.980936 1712823088.999848
87605 1712823089.025943000 1712823089.005640793 2.412e-06 1712823089.005937 1712823089.024871
87630 1712823089.051006000 1712823089.030643205 2.412e-06 1712823089.030938 1712823089.049878
87655 1712823089.076004000 1712823089.055645616 2.411e-06 1712823089.055939 1712823089.074857
87680 1712823089.100989000 1712823089.080648028 2.412e-06 1712823089.080940 1712823089.099857
87705 1712823089.126025000 1712823089.105650440 2.412e-06 1712823089.105941 1712823089.124880
87730 1712823089.151052000 1712823089.130652852 2.412e-06 1712823089.130942 1712823089.149892
87755 1712823089.176069000 1712823089.155655264 2.412e-06 1712823089.155943 1712823089.174877
87780 1712823089.201126000 1712823089.180657675 2.411e-06 1712823089.180944 1712823089.199870
87805 1712823089.226011000 1712823089.205660087 2.412e-06 1712823089.205945 1712823089.224892
87830 1712823089.250917000 1712823089.230662499 2.412e-06 1712823089.230946 1712823089.249879
87855 1712823089.276090000 1712823089.255664911 2.412e-06 1712823089.255947 1712823089.274875
87880 1712823089.300983000 1712823089.280667322 2.411e-06 1712823089.280948 1712823089.299862
87905 1712823089.326039000 1712823089.305669734 2.412e-06 1712823089.305949 1712823089.324908
87930 1712823089.351196000 1712823089.330672146 2.412e-06 1712823089.330950 1712823089.349884
87955 1712823089.375974000 1712823089.355674558 2.412e-06 1712823089.355951 1712823089.374884
87980 1712823089.400963000 1712823089.380676970 2.412e-06 1712823089.380952 1712823089.399867
88005 1712823089.426029000 1712823089.405679381 2.411e-06 1712823089.405953 1712823089.424884
88030 1712823089.450957000 1712823089.430681793 2.412e-06 1712823089.430954 1712823089.449896
88055 1712823089.475997000 1712823089.455684205 2.412e-06 1712823089.455955 1712823089.474902
88080 1712823089.501090000 1712823089.480686617 2.412e-06 1712823089.480956 1712823089.499876
88105 1712823089.526004000 1712823089.505689028 2.411e-06 1712823089.505957 1712823089.524899
88130 1712823089.551054000 1712823089.530691440 2.412e-06 1712823089.530958 1712823089.549894
88155 1712823089.576083000 1712823089.555693852 2.412e-06 1712823089.555959 1712823089.574940
88180 1712823089.600914000 1712823089.580696264 2.412e-06 1712823089.580960 1712823089.599876
88205 1712823089.626073000 1712823089.605698676 2.412e-06 1712823089.605961 1712823089.624910
88230 1712823089.651158000 1712823089.630701087 2.411e-06 1712823089.630962 1712823089.649880
88255 1712823089.676056000 1712823089.655703499 2.412e-06 1712823089.655963 1712823089.674889
88280 1712823089.701007000 1712823089.680705911 2.412e-06 1712823089.680964 1712823089.699910
88305 1712823089.726095000 1712823089.705708323 2.412e-06 1712823089.705965 1712823089.724942
88330 1712823089.751063000 1712823089.730710734 2.411e-06 1712823089.730966 1712823089.749896
88355 1712823089.776117000 1712823089.755713146 2.412e-06 1712823089.755967 1712823089.774921
88380 1712823089.801076000 1712823089.780715558 2.412e-06 1712823089.780968 1712823089.799902
88405 1712823089.826143000 1712823089.805717970 2.412e-06 1712823089.805969 1712823089.824997
88430 1712823089.851021000 1712823089.830720382 2.412e-06 1712823089.830970 1712823089.849918
88455 1712823089.876099000 1712823089.855722793 2.411e-06 1712823089.855971 1712823089.874891
88480 1712823089.901016000 1712823089.880725205 2.412e-06 1712823089.880972 1712823089.899923
88505 1712823089.926074000 1712823089.905727617 2.412e-06 1712823089.905973 1712823089.924932
88530 1712823089.950959000 1712823089.930730029 2.412e-06 1712823089.930974 1712823089.949909
88555 1712823089.975953000 1712823089.955732440 2.411e-06 1712823089.955975 1712823089.974915
88580 1712823090.001048000 1712823089.980734852 2.412e-06 1712823089.980976 1712823089.999902
88605 1712823090.026101000 1712823090.005737264 2.412e-06 1712823090.005977 1712823090.024916
88630 1712823090.051137000 1712823090.030739676 2.412e-06 1712823090.030978 1712823090.049913
88655 1712823090.076009000 1712823090.055742088 2.412e-06 1712823090.055979 1712823090.074912
88680 1712823090.101009000 1712823090.080744499 2.411e-06 1712823090.080980 1712823090.099922
88705 1712823090.126168000 1712823090.105746911 2.412e-06 1712823090.105981 1712823090.124944
88730 1712823090.151085000 1712823090.130749323 2.412e-06 1712823090.130982 1712823090.149934
88755 1712823090.176289000 1712823090.155751735 2.412e-06 1712823090.155983 1712823090.174957
88780 1712823090.201018000 1712823090.180754146 2.411e-06 1712823090.180984 1712823090.199916
88805 1712823090.226080000 1712823090.205756558 2.412e-06 1712823090.205985 1712823090.224917
88830 1712823090.251107000 1712823090.230758970 2.412e-06 1712823090.230986 1712823090.249928
88855 1712823090.276123000 1712823090.255761382 2.412e-06 1712823090.255987 1712823090.274906
88880 1712823090.301069000 1712823090.280763794 2.412e-06 1712823090.280988 1712823090.299931
88905 1712823090.326116000 1712823090.305766205 2.411e-06 1712823090.305989 1712823090.324921
88930 1712823090.351019000 1712823090.330768617 2.412e-06 1712823090.330990 1712823090.349923
88955 1712823090.376118000 1712823090.355771029 2.412e-06 1712823090.355991 1712823090.374912
88980 1712823090.400944000 1712823090.380773441 2.412e-06 1712823090.380992 1712823090.399905
89005 1712823090.426121000 1712823090.405775852 2.411e-06 1712823090.405993 1712823090.424944
89030 1712823090.451161000 1712823090.430778264 2.412e-06 1712823090.430994 1712823090.449933
89055 1712823090.475983000 1712823090.455780676 2.412e-06 1712823090.455995 1712823090.474928
89080 1712823090.501046000 1712823090.480783088 2.412e-06 1712823090.480996 1712823090.499914
89105 1712823090.526027000 1712823090.505785500 2.412e-06 1712823090.505997 1712823090.524931
89130 1712823090.551105000 1712823090.530787911 2.411e-06 1712823090.530998 1712823090.549935
89155 1712823090.576247000 1712823090.555790323 2.412e-06 1712823090.555999 1712823090.574959
89180 1712823090.601051000 1712823090.580792735 2.412e-06 1712823090.581000 1712823090.599930
89205 1712823090.626077000 1712823090.605795147 2.412e-06 1712823090.606001 1712823090.624957
89230 1712823090.651038000 1712823090.630797558 2.411e-06 1712823090.631002 1712823090.649929
89255 1712823090.675971000 1712823090.655799970 2.412e-06 1712823090.656003 1712823090.674927
89280 1712823090.701158000 1712823090.680802382 2.412e-06 1712823090.681004 1712823090.699946
89305 1712823090.726142000 1712823090.705804794 2.412e-06 1712823090.706005 1712823090.724934
89330 1712823090.751036000 1712823090.730807206 2.412e-06 1712823090.731006 1712823090.749960
89355 1712823090.776110000 1712823090.755809617 2.411e-06 1712823090.756007 1712823090.774917
89380 1712823090.800974000 1712823090.780812029 2.412e-06 1712823090.781008 1712823090.799930
89405 1712823090.826104000 1712823090.805814441 2.412e-06 1712823090.806009 1712823090.824970
89430 1712823090.851181000 1712823090.830816853 2.412e-06 1712823090.831010 1712823090.850032
89455 1712823090.876023000 1712823090.855819264 2.411e-06 1712823090.856011 1712823090.874936
89480 1712823090.901112000 1712823090.880821676 2.412e-06 1712823090.881012 1712823090.899954
89505 1712823090.926325000 1712823090.905824088 2.412e-06 1712823090.906013 1712823090.924961
89530 1712823090.951041000 1712823090.930826500 2.412e-06 1712823090.931014 1712823090.949952
89555 1712823090.976047000 1712823090.955828912 2.412e-06 1712823090.956015 1712823090.974937
89580 1712823091.001062000 1712823090.980831323 2.411e-06 1712823090.981016 1712823091.000004
89605 1712823091.026067000 1712823091.005833735 2.412e-06 1712823091.006017 1712823091.024936
89630 1712823091.051019000 1712823091.030836147 2.412e-06 1712823091.031018 1712823091.049946
89655 1712823091.076011000 1712823091.055838559 2.412e-06 1712823091.056019 1712823091.074944
89680 1712823091.101099000 1712823091.080840970 2.411e-06 1712823091.081020 1712823091.099976
89705 1712823091.126071000 1712823091.105843382 2.412e-06 1712823091.106021 1712823091.124959
89730 1712823091.151109000 1712823091.130845794 2.412e-06 1712823091.131022 1712823091.149943
89755 1712823091.176087000 1712823091.155848206 2.412e-06 1712823091.156023 1712823091.174950
89780 1712823091.201102000 1712823091.180850618 2.412e-06 1712823091.181024 1712823091.199983
89805 1712823091.226165000 1712823091.205853029 2.411e-06 1712823091.206025 1712823091.224967
89830 1712823091.251145000 1712823091.230855441 2.412e-06 1712823091.231026 1712823091.249960
89855 1712823091.276078000 1712823091.255857853 2.412e-06 1712823091.256027 1712823091.274980
89880 1712823091.301148000 1712823091.280860265 2.412e-06 1712823091.281028 1712823091.299971
89905 1712823091.326008000 1712823091.305862676 2.411e-06 1712823091.306029 1712823091.324960
89930 1712823091.351203000 1712823091.330865088 2.412e-06 1712823091.331030 1712823091.349957
89955 1712823091.376023000 1712823091.355867500 2.412e-06 1712823091.356031 1712823091.374950
89980 1712823091.401151000 1712823091.380869912 2.412e-06 1712823091.381032 1712823091.399960
90080 1712823091.501054000 1712823091.480897987 2.8075e-05 1712823091.481036 1712823091.499962
90105 1712823091.526234000 1712823091.505900445 2.458e-06 1712823091.506037 1712823091.524968
90130 1712823091.551117000 1712823091.530902902 2.457e-06 1712823091.531038 1712823091.549984
90155 1712823091.576187000 1712823091.555905360 2.458e-06 1712823091.556039 1712823091.574979
90180 1712823091.601205000 1712823091.580907818 2.458e-06 1712823091.581040 1712823091.599955
90205 1712823091.626105000 1712823091.605910276 2.458e-06 1712823091.606041 1712823091.624973
90230 1712823091.650928000 1712823091.630912733 2.457e-06 1712823091.631042 1712823091.649948
90255 1712823091.676272000 1712823091.655915191 2.458e-06 1712823091.656043 1712823091.674985
90280 1712823091.701101000 1712823091.680917649 2.458e-06 1712823091.681044 1712823091.699979
90305 1712823091.726246000 1712823091.705920107 2.458e-06 1712823091.706045 1712823091.724974
90330 1712823091.751066000 1712823091.730922564 2.457e-06 1712823091.731046 1712823091.749983
90355 1712823091.776116000 1712823091.755925022 2.458e-06 1712823091.756047 1712823091.775007
90380 1712823091.801205000 1712823091.780927480 2.458e-06 1712823091.781048 1712823091.799993
90405 1712823091.826235000 1712823091.805929937 2.457e-06 1712823091.806049 1712823091.824981
90430 1712823091.851164000 1712823091.830932395 2.458e-06 1712823091.831050 1712823091.850010
90455 1712823091.876215000 1712823091.855934853 2.458e-06 1712823091.856051 1712823091.875003
90480 1712823091.901268000 1712823091.880937311 2.458e-06 1712823091.881052 1712823091.900052
90505 1712823091.926192000 1712823091.905939768 2.457e-06 1712823091.906053 1712823091.924972
90530 1712823091.951192000 1712823091.930942226 2.458e-06 1712823091.931054 1712823091.950011
