1712823003.472595000 1712823003.452069817 2060 6.97237e-05
1712823003.497647000 1712823003.477069817 2085 8.67362e-19
1712823003.522605000 1712823003.502069817 2110 8.67362e-19
1712823003.547667000 1712823003.527069817 2135 8.67362e-19
1712823003.572682000 1712823003.552069817 2160 8.67362e-19
1712823003.597571000 1712823003.577069817 2185 8.67362e-19
1712823003.622693000 1712823003.602069817 2210 8.67362e-19
1712823003.647673000 1712823003.627069817 2235 8.67362e-19
1712823003.672483000 1712823003.652069817 2260 8.67362e-19
1712823003.697576000 1712823003.677069817 2285 8.67362e-19
1712823003.722681000 1712823003.702069817 2310 8.67362e-19
1712823003.747570000 1712823003.727069817 2335 8.67362e-19
1712823003.772742000 1712823003.752069817 2360 8.67362e-19
1712823003.797675000 1712823003.777069817 2385 8.67362e-19
1712823003.822651000 1712823003.802069817 2410 8.67362e-19
1712823003.847725000 1712823003.827069817 2435 8.67362e-19
1712823003.872622000 1712823003.852069817 2460 8.67362e-19
1712823003.897633000 1712823003.877069817 2485 8.67362e-19
1712823003.922660000 1712823003.902069817 2510 8.67362e-19
1712823003.947732000 1712823003.927069817 2535 8.67362e-19
1712823003.972621000 1712823003.952069817 2560 8.67362e-19
1712823003.997562000 1712823003.977069817 2585 8.67362e-19
1712823004.022662000 1712823004.002069817 2610 8.67362e-19
1712823004.047524000 1712823004.027069817 2635 8.67362e-19
1712823004.072694000 1712823004.052069817 2660 8.67362e-19
1712823004.097692000 1712823004.077069817 2685 8.67362e-19
1712823004.122666000 1712823004.102069817 2710 8.67362e-19
1712823004.147695000 1712823004.127069817 2735 8.67362e-19
1712823004.172588000 1712823004.152069817 2760 8.67362e-19
1712823004.197628000 1712823004.177069817 2785 8.67362e-19
1712823004.222700000 1712823004.202069817 2810 8.67362e-19
1712823004.247696000 1712823004.227069817 2835 8.67362e-19
1712823004.272647000 1712823004.252069817 2860 8.67362e-19
1712823004.297651000 1712823004.277069817 2885 8.67362e-19
1712823004.322665000 1712823004.302069817 2910 8.67362e-19
1712823004.347687000 1712823004.327069817 2935 8.67362e-19
1712823004.372653000 1712823004.352069817 2960 8.67362e-19
1712823004.397680000 1712823004.377069817 2985 8.67362e-19
1712823004.422723000 1712823004.402069817 3010 8.67362e-19
1712823004.447655000 1712823004.427069817 3035 8.67362e-19
1712823004.472666000 1712823004.452069817 3060 8.67362e-19
1712823004.497693000 1712823004.477069817 3085 8.67362e-19
1712823004.522655000 1712823004.502069817 3110 8.67362e-19
1712823004.547665000 1712823004.527069817 3135 8.67362e-19
1712823004.572563000 1712823004.552069817 3160 8.67362e-19
1712823004.597701000 1712823004.577069817 3185 8.67362e-19
1712823004.622623000 1712823004.602069817 3210 8.67362e-19
1712823004.647679000 1712823004.627069817 3235 8.67362e-19
1712823004.672633000 1712823004.652069817 3260 8.67362e-19
1712823004.697741000 1712823004.677069817 3285 8.67362e-19
1712823004.722765000 1712823004.702069817 3310 8.67362e-19
1712823004.747801000 1712823004.727069817 3335 8.67362e-19
1712823004.772681000 1712823004.752069817 3360 8.67362e-19
1712823004.797718000 1712823004.777069817 3385 8.67362e-19
1712823004.822691000 1712823004.802069817 3410 8.67362e-19
1712823004.847722000 1712823004.827069817 3435 8.67362e-19
1712823004.872661000 1712823004.852069817 3460 8.67362e-19
1712823004.897582000 1712823004.877069817 3485 8.67362e-19
1712823004.922763000 1712823004.902069817 3510 8.67362e-19
1712823004.947674000 1712823004.927069817 3535 8.67362e-19
1712823004.972686000 1712823004.952069817 3560 8.67362e-19
1712823004.997698000 1712823004.977069817 3585 8.67362e-19
1712823005.022717000 1712823005.002069817 3610 8.67362e-19
1712823005.047791000 1712823005.027069817 3635 8.67362e-19
1712823005.072630000 1712823005.052069817 3660 8.67362e-19
1712823005.097677000 1712823005.077069817 3685 8.67362e-19
1712823005.122696000 1712823005.102069817 3710 8.67362e-19
1712823005.147768000 1712823005.127069817 3735 8.67362e-19
1712823005.172696000 1712823005.152069817 3760 8.67362e-19
1712823005.197665000 1712823005.177069817 3785 8.67362e-19
1712823005.222643000 1712823005.202069817 3810 8.67362e-19
1712823005.247705000 1712823005.227069817 3835 8.67362e-19
1712823005.272776000 1712823005.252069817 3860 8.67362e-19
1712823005.297697000 1712823005.277069817 3885 8.67362e-19
1712823005.322712000 1712823005.302069817 3910 8.67362e-19
1712823005.347879000 1712823005.327069817 3935 8.67362e-19
1712823005.372745000 1712823005.352069817 3960 8.67362e-19
1712823005.397709000 1712823005.377069817 3985 8.67362e-19
1712823005.422614000 1712823005.402069817 4010 8.67362e-19
1712823005.447818000 1712823005.427069817 4035 8.67362e-19
1712823005.472678000 1712823005.452069817 4060 8.67362e-19
1712823005.497661000 1712823005.477069817 4085 8.67362e-19
1712823005.522626000 1712823005.502069817 4110 8.67362e-19
1712823005.547837000 1712823005.527069817 4135 8.67362e-19
1712823005.572696000 1712823005.552069817 4160 8.67362e-19
1712823005.597707000 1712823005.577069817 4185 8.67362e-19
1712823005.622722000 1712823005.602069817 4210 8.67362e-19
1712823005.647831000 1712823005.627069817 4235 8.67362e-19
1712823005.672696000 1712823005.652069817 4260 8.67362e-19
1712823005.697637000 1712823005.677069817 4285 8.67362e-19
1712823005.722834000 1712823005.702069817 4310 8.67362e-19
1712823005.747654000 1712823005.727069817 4335 8.67362e-19
1712823005.772608000 1712823005.752069817 4360 8.67362e-19
1712823005.797587000 1712823005.777069817 4385 8.67362e-19
1712823005.822731000 1712823005.802069817 4410 8.67362e-19
1712823005.847642000 1712823005.827069817 4435 8.67362e-19
1712823005.872654000 1712823005.852069817 4460 8.67362e-19
1712823005.897817000 1712823005.877069817 4485 8.67362e-19
1712823005.922718000 1712823005.902069817 4510 8.67362e-19
1712823005.947826000 1712823005.927069817 4535 8.67362e-19
1712823005.972728000 1712823005.952069817 4560 8.67362e-19
1712823005.997688000 1712823005.977069817 4585 8.67362e-19
1712823006.022819000 1712823006.002069817 4610 8.67362e-19
1712823006.047788000 1712823006.027069817 4635 8.67362e-19
1712823006.072725000 1712823006.052069817 4660 8.67362e-19
1712823006.097779000 1712823006.077069817 4685 8.67362e-19
1712823006.122617000 1712823006.102069817 4710 8.67362e-19
1712823006.147693000 1712823006.127069817 4735 8.67362e-19
1712823006.172657000 1712823006.152069817 4760 8.67362e-19
1712823006.197743000 1712823006.177069817 4785 8.67362e-19
1712823006.222664000 1712823006.202069817 4810 8.67362e-19
1712823006.247590000 1712823006.227069817 4835 8.67362e-19
1712823006.272667000 1712823006.252069817 4860 8.67362e-19
1712823006.297834000 1712823006.277069817 4885 8.67362e-19
1712823006.322620000 1712823006.302069817 4910 8.67362e-19
1712823006.347827000 1712823006.327069817 4935 8.67362e-19
1712823006.372701000 1712823006.352069817 4960 8.67362e-19
1712823006.397751000 1712823006.377069817 4985 8.67362e-19
1712823006.422823000 1712823006.402069817 5010 8.67362e-19
1712823006.447617000 1712823006.427069817 5035 8.67362e-19
1712823006.472659000 1712823006.452069817 5060 8.67362e-19
1712823006.497779000 1712823006.477069817 5085 8.67362e-19
1712823006.522684000 1712823006.502069817 5110 8.67362e-19
1712823006.547724000 1712823006.527069817 5135 8.67362e-19
1712823006.572728000 1712823006.552069817 5160 8.67362e-19
1712823006.597748000 1712823006.577069817 5185 8.67362e-19
1712823006.622679000 1712823006.602069817 5210 8.67362e-19
1712823006.647675000 1712823006.627069817 5235 8.67362e-19
1712823006.672681000 1712823006.652069817 5260 8.67362e-19
1712823006.697906000 1712823006.677069817 5285 8.67362e-19
1712823006.722790000 1712823006.702069817 5310 8.67362e-19
